,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,52,XRP,XRP,xrp,1357,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55960868753.0,99987409084.0,False,,6,,,,2024-07-29T19:54:00.000Z,0.6056712779615839,1143611051.778001,7.0341,0.39515948,0.4409116,-2.24570512,27.82685544,15.99391004,22.22932686,33893890893.46998,1.4049,60567127796.16,,2024-07-29T19:54:00.000Z,,,,,,2024-07-30 02:54:52.266013
6,3408,USDC,USDC,usd-coin,21205,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,33873806080.487434,33873806080.487434,False,,7,,,,2024-07-29T19:53:00.000Z,1.0000955501482471,6489305215.241153,37.6708,0.02416627,0.01683008,-0.00424434,0.02291797,-0.00649429,0.03019325,33877042727.68012,1.4042,33877042727.68,,2024-07-29T19:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-30 02:54:52.266013
7,74,Dogecoin,DOGE,dogecoin,1028,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145318126383.70517,145318126383.70517,True,,8,,,,2024-07-29T19:54:00.000Z,0.12948330567571262,801021296.2120858,-21.7395,0.13834688,-0.46423983,-8.78133703,5.65188583,-19.57882873,-1.18017313,18816271378.763134,0.7799,18816271378.76,,2024-07-29T19:54:00.000Z,,,,,,2024-07-30 02:54:52.266013
8,11419,Toncoin,TON,toncoin,478,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2516623839.1811457,5109744546.1606655,True,,9,3414166606.0,22785650954.005703,,2024-07-29T19:53:00.000Z,6.67385443755515,195358279.7417869,30.2494,0.39118961,1.09332052,-4.83462116,-12.43173604,2.86285553,33.20881031,16795581176.776167,0.6962,34101691314.17,,2024-07-29T19:53:00.000Z,,,,,,2024-07-30 02:54:52.266013
9,2010,Cardano,ADA,cardano,1217,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35907757232.225,37089410845.922,False,,10,,,,2024-07-29T19:53:00.000Z,0.4081882071658558,317244036.33984184,-29.4673,-0.68501252,-0.62258655,-5.61703826,5.50945938,-9.53278342,-5.85024457,14657123047.968714,0.6075,18368469322.46,,2024-07-29T19:53:00.000Z,,,,,,2024-07-30 02:54:52.266013
10,1958,TRON,TRX,tron,1002,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87052364483.6797,87052372228.19258,True,,11,71659659264.0,9899663703.605684,,2024-07-29T19:53:00.000Z,0.13814835020544153,375927853.8873228,64.8773,0.01468174,-0.48699881,3.75247814,9.75317233,23.41487536,16.93389822,12026140534.903124,0.4985,12026141604.79,,2024-07-29T19:53:00.000Z,,,,,,2024-07-30 02:54:52.266013
11,5805,Avalanche,AVAX,avalanche,756,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394867497.9720623,444213867.9720623,False,,12,,,,2024-07-29T19:53:00.000Z,27.492310505770984,341156448.3853788,43.3334,0.04105545,-0.18149873,-14.88991224,-1.2563991,-24.73814764,-14.72840042,10855819862.88483,0.4501,19677586026.86,,2024-07-29T19:53:00.000Z,,,,,,2024-07-30 02:54:52.266013
12,5994,Shiba Inu,SHIB,shiba-inu,849,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270540915465.4,589519103697517.6,False,,13,,,,2024-07-29T19:53:00.000Z,1.6767390249713235e-05,214939572.34639153,16.774,0.33422702,-0.33758443,-6.08002305,-1.5048846,-35.74694843,-23.54935679,9880529122.189219,0.4096,9884696871.36,,2024-07-29T19:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-30 02:54:52.266013
13,1831,Bitcoin Cash,BCH,bitcoin-cash,904,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19739750.0,19739750.0,False,,14,,,,2024-07-29T19:53:00.000Z,444.8559826587091,558451006.6792167,40.8179,0.37119221,6.3723873,12.19535462,16.08822446,-4.91896815,3.79537127,8781345883.687252,0.364,9341975635.83,,2024-07-29T19:53:00.000Z,,,,,,2024-07-30 02:54:52.266013
14,1975,Chainlink,LINK,chainlink,1820,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-29T19:53:00.000Z,13.601297788720602,253722845.70148808,39.1408,0.14354137,1.79212421,-4.365249,-0.07331726,-24.59991052,5.18948506,8270948783.440551,0.3429,13601297788.72,,2024-07-29T19:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-30 02:54:52.266013
0,1,Bitcoin,BTC,bitcoin,11617,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19732934.0,19732934.0,False,,1,,,,2024-07-29T20:36:00.000Z,67271.1065286551,39367182313.96861,55.3762,-0.13065997,-1.07646748,-1.10636164,10.41131336,-1.62057105,12.506401,1327456305236.9202,55.0766,1412693237101.76,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:37:30.428127
1,1027,Ethereum,ETH,ethereum,9177,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228315.01960197,120228315.01960197,True,,2,,,,2024-07-29T20:35:00.000Z,3325.214854609598,17393034057.40221,58.3398,0.46802172,1.86097438,-4.54954813,-1.61932364,-11.17033057,12.3919182,399784979047.86273,16.5921,399784979047.86,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
2,825,Tether USDt,USDT,tether,92901,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,114417852141.83315,117068083204.49164,True,,3,,,,2024-07-29T20:35:00.000Z,0.9999229368169398,61497241678.09859,45.2017,0.00698366,0.00311382,-0.04394405,0.16397034,0.00620597,0.14777102,114409034737.94818,4.7483,117059061565.37,,2024-07-29T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-30 03:37:30.428127
3,5426,Solana,SOL,solana,709,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464826803.47058743,581199116.533061,True,,4,,,,2024-07-29T20:35:00.000Z,186.5373754077974,3446037826.2847424,45.2866,0.23613102,1.06177497,2.54263423,32.12704777,11.29835284,49.69764422,86707571938.59944,3.5986,108415357787.41,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
4,1839,BNB,BNB,bnb,2200,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145867522.21963903,145867522.21963903,False,,5,,,,2024-07-29T20:35:00.000Z,577.7542494027563,1816614075.1668394,17.8008,0.0009002,-0.90313755,-2.83143209,1.17722044,-2.86422418,1.29766273,84275580812.24742,3.4966,84275580812.25,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
5,52,XRP,XRP,xrp,1357,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55960868753.0,99987409084.0,False,,6,,,,2024-07-29T20:36:00.000Z,0.607082034504041,1165144325.687422,17.5288,0.57872439,1.17551196,-1.43830082,28.18085168,16.97164876,21.22240163,33972838055.184853,1.41,60708203450.4,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:37:30.428127
6,3408,USDC,USDC,usd-coin,21205,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,33802000658.974648,33802000658.974648,False,,7,,,,2024-07-29T20:35:00.000Z,0.999981545557424,6562242238.328288,57.5434,0.00121326,0.01019387,-0.00677239,0.01656816,-0.00633049,0.01399466,33801376861.894535,1.4028,33801376861.89,,2024-07-29T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-30 03:37:30.428127
7,74,Dogecoin,DOGE,dogecoin,1028,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145318626383.70523,145318626383.70523,True,,8,,,,2024-07-29T20:36:00.000Z,0.12948572434809985,794671017.177886,-9.9903,0.16250544,0.01695598,-8.26601786,5.68889944,-19.09676259,-1.75693679,18816687598.564964,0.7809,18816687598.56,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:37:30.428127
8,11419,Toncoin,TON,toncoin,478,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2516627738.4126186,5109748504.973609,True,,9,3414166606.0,22777294552.889202,,2024-07-29T20:35:00.000Z,6.671406870672556,194939795.23760697,38.0236,0.09633567,0.76861044,-4.97294367,-12.81652056,2.91690189,31.95220661,16789447584.97108,0.6968,34089211283.49,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
9,2010,Cardano,ADA,cardano,1217,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35907754602.326,37089410845.922,False,,10,,,,2024-07-29T20:35:00.000Z,0.40829538092270595,319083380.61372954,-26.0657,-0.2426119,0.12142169,-5.35033289,5.42839504,-9.15741393,-6.65834913,14660970343.435741,0.6085,18373292141.52,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
10,1958,TRON,TRX,tron,1002,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87052261850.36206,87052270375.9732,True,,11,71659659264.0,9900010234.562654,,2024-07-29T20:35:00.000Z,0.13815318599395252,369689739.67241865,66.2568,-0.00551031,-0.58246984,3.72477902,9.89109611,23.52586185,16.71897136,12026547322.607327,0.4991,12026548500.45,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
11,5805,Avalanche,AVAX,avalanche,756,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394867564.8341606,444213934.8341606,False,,12,,,,2024-07-29T20:35:00.000Z,27.437574376432394,340469547.06274205,55.5539,-0.06619112,-0.00611903,-14.74901136,-1.45982428,-24.51335705,-15.21559973,10834208178.978024,0.4496,19638408712.4,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
12,5994,Shiba Inu,SHIB,shiba-inu,849,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270540915465.4,589519103697517.6,False,,13,,,,2024-07-29T20:35:00.000Z,1.6773523152588626e-05,215650465.80371982,30.8762,0.33008311,0.07762843,-5.76112421,-1.56550931,-35.22859367,-24.00116189,9884143061.18398,0.4102,9888312334.76,,2024-07-29T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-30 03:37:30.428127
13,1831,Bitcoin Cash,BCH,bitcoin-cash,904,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19739787.5,19739787.5,False,,14,,,,2024-07-29T20:35:00.000Z,445.2673573083099,552222100.3679187,43.5714,0.14785365,7.00446442,12.48954888,16.03774927,-4.68859894,2.93229636,8789483013.95261,0.3648,9350614503.47,,2024-07-29T20:35:00.000Z,,,,,,2024-07-30 03:37:30.428127
14,1975,Chainlink,LINK,chainlink,1820,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-29T20:35:00.000Z,13.590944829425775,253142392.54662177,46.7419,0.14730444,2.17532638,-3.8497137,-0.49360845,-24.25470417,4.32810006,8264653149.199267,0.3429,13590944829.43,,2024-07-29T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-30 03:37:30.428127
0,1,Bitcoin,BTC,bitcoin,11617,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19732934.0,19732934.0,False,,1,,,,2024-07-29T20:37:00.000Z,67300.34648624656,39368894574.69335,55.4292,-0.13328761,-1.05402937,-1.16950011,10.44175564,-1.64033676,12.43952075,1328033295390.2354,55.1005,1413307276211.18,,2024-07-29T20:37:00.000Z,,,,,,2024-07-30 03:38:31.561706
1,1027,Ethereum,ETH,ethereum,9177,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228315.01960197,120228315.01960197,True,,2,,,,2024-07-29T20:36:00.000Z,3325.953533541491,17393288223.276417,58.8964,0.51741723,1.87260119,-4.53691404,-1.58142653,-11.08105374,12.42730781,399873789171.1847,16.5958,399873789171.18,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
2,825,Tether USDt,USDT,tether,92901,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,114417852141.83315,117068083204.49164,True,,3,,,,2024-07-29T20:36:00.000Z,1.000069084811023,61496066592.441826,45.741,0.0231899,0.01291796,-0.02755684,0.17020029,0.00411925,0.16299436,114425756677.52602,4.749,117076170830.9,,2024-07-29T20:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-30 03:38:31.561706
3,5426,Solana,SOL,solana,709,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464826803.47058743,581199116.533061,True,,4,,,,2024-07-29T20:36:00.000Z,186.5446847188925,3446302851.826335,45.6545,0.23140864,1.06049431,2.54465217,32.19507527,11.32659501,49.74278774,86710969502.31134,3.5987,108419605952.56,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
4,1839,BNB,BNB,bnb,2200,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145867522.21963903,145867522.21963903,False,,5,,,,2024-07-29T20:36:00.000Z,577.7804405871882,1816744697.7951143,18.1975,0.01222675,-0.89687641,-2.82562437,1.18966847,-2.84214637,1.32909959,84279401255.4245,3.4968,84279401255.42,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
5,52,XRP,XRP,xrp,1357,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55960868753.0,99987409084.0,False,,6,,,,2024-07-29T20:37:00.000Z,0.6070104401325767,1165241622.4255059,17.568,0.57196212,1.16847291,-1.50146522,28.19340252,16.98140705,21.29264079,33968831571.959885,1.4091,60701044013.26,,2024-07-29T20:37:00.000Z,,,,,,2024-07-30 03:38:31.561706
6,3408,USDC,USDC,usd-coin,21205,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,33802000658.974648,33802000658.974648,False,,7,,,,2024-07-29T20:36:00.000Z,1.0001716945424968,6562588950.69296,58.1867,0.01724706,0.02516838,0.02089333,0.03399749,-0.01643082,0.02738485,33807804278.013268,1.4031,33807804278.01,,2024-07-29T20:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-30 03:38:31.561706
7,74,Dogecoin,DOGE,dogecoin,1028,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145318626383.70523,145318626383.70523,True,,8,,,,2024-07-29T20:37:00.000Z,0.129517843046643,794682757.0194882,-9.9835,0.16903295,0.02522075,-8.33640503,5.82637395,-18.96646097,-1.7572652,18821355043.718487,0.7807,18821355043.72,,2024-07-29T20:37:00.000Z,,,,,,2024-07-30 03:38:31.561706
8,11419,Toncoin,TON,toncoin,478,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2516627738.4126186,5109748504.973609,True,,9,3414166606.0,22779116222.28081,,2024-07-29T20:36:00.000Z,6.671940432622464,194920623.85770702,38.3174,0.08182498,0.76312004,-4.96727829,-12.80794576,2.96136948,32.02595689,16790790361.77438,0.6969,34091937650.87,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
9,2010,Cardano,ADA,cardano,1217,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35907754602.326,37089410845.922,False,,10,,,,2024-07-29T20:36:00.000Z,0.4082786141579231,319089568.12536085,-25.9659,-0.2420182,0.13299771,-5.34623529,5.42614433,-9.14117326,-6.66670901,14660368286.560444,0.6084,18372537637.11,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
10,1958,TRON,TRX,tron,1002,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87052261850.36206,87052270375.9732,True,,11,71659659264.0,9899829484.937881,,2024-07-29T20:36:00.000Z,0.1381506636595369,369682146.31549996,66.3631,-0.00651182,-0.58025798,3.7144408,9.88553871,23.52908484,16.70331861,12026327747.691305,0.4989,12026328925.51,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
11,5805,Avalanche,AVAX,avalanche,756,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394867564.8341606,444213934.8341606,False,,12,,,,2024-07-29T20:36:00.000Z,27.435997653582152,340484843.5654103,56.2166,-0.07243169,-0.03158586,-14.76985591,-1.45372984,-24.52007235,-15.2227158,10833585582.26573,0.4496,19637280175.04,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
12,5994,Shiba Inu,SHIB,shiba-inu,849,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270540915465.4,589519103697517.6,False,,13,,,,2024-07-29T20:36:00.000Z,1.677269096466407e-05,215662233.77690214,31.4886,0.32401891,0.06655451,-5.77794522,-1.56475825,-35.21922844,-23.97839932,9883652677.355536,0.4102,9887821744.08,,2024-07-29T20:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-30 03:38:31.561706
13,1831,Bitcoin Cash,BCH,bitcoin-cash,904,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19739787.5,19739787.5,False,,14,,,,2024-07-29T20:36:00.000Z,445.2740704086386,552164999.8921787,43.8172,0.15610656,7.01769398,12.50190043,16.05841015,-4.68179279,2.94396651,8789615529.126564,0.3648,9350755478.58,,2024-07-29T20:36:00.000Z,,,,,,2024-07-30 03:38:31.561706
